timestamp,compliant,missing,present
2026-02-09T23:16:57,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person,Safety Cone"
2026-02-09T23:16:57,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person"
2026-02-09T23:16:57,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person,Safety Cone"
2026-02-09T23:16:57,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:16:57,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:16:57,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:16:57,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person,Safety Cone"
2026-02-09T23:16:57,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person,Safety Cone"
2026-02-09T23:16:57,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person,Safety Cone"
2026-02-09T23:16:57,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person,Safety Cone"
2026-02-09T23:16:57,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person,Safety Cone"
2026-02-09T23:16:57,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:16:58,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:16:58,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:16:58,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:16:58,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:16:58,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:16:58,False,"helmet,vest","NO-Hardhat,NO-Mask,Person,Safety Cone"
2026-02-09T23:16:58,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:16:58,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:16:58,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person"
2026-02-09T23:16:58,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person"
2026-02-09T23:16:58,False,"helmet,vest","NO-Mask,Person"
2026-02-09T23:16:58,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:16:58,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person"
2026-02-09T23:16:58,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person"
2026-02-09T23:16:59,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person"
2026-02-09T23:16:59,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person"
2026-02-09T23:16:59,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person"
2026-02-09T23:16:59,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person"
2026-02-09T23:16:59,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person"
2026-02-09T23:16:59,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person"
2026-02-09T23:16:59,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person"
2026-02-09T23:16:59,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person"
2026-02-09T23:16:59,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:16:59,False,"helmet,vest","Hardhat,Mask,NO-Mask,Person"
